epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.0808783620595932,,,,,
0,99,,0.06962914764881134,,,,,
0,149,,0.07383739948272705,,,,,
0,199,,0.08173952996730804,,,,,
0,249,,0.07349105924367905,,,,,
0,299,,0.07216493785381317,,,,,
0,349,,0.0662633553147316,,,,,
0,399,,0.06106560677289963,,,,,
0,449,,0.062294669449329376,,,,,
0,499,,0.067410908639431,,,,,
0,549,,0.05885039642453194,,,,,
0,599,,0.056286249309778214,,,,,
0,649,,0.06758251041173935,,,,,
0,699,,0.06313645094633102,,,,,
0,749,,0.06667258590459824,,,,,
0,799,,0.060512762516736984,,,,,
0,849,,0.06420020759105682,,,,,
0,899,,0.05772829055786133,,,,,
0,949,,0.060038428753614426,,,,,
0,999,,0.06330065429210663,,,,,
0,1049,,0.059558186680078506,,,,,
0,1099,,0.060146670788526535,,,,,
0,1149,,0.05082089081406593,,,,,
0,1199,,0.058797530829906464,,,,,
0,1249,,0.06318942457437515,,,,,
0,1299,,0.05811125785112381,,,,,
0,1349,,0.060974132269620895,,,,,
0,1399,,0.054366499185562134,,,,,
0,1449,,0.05990144982933998,,,,,
0,1499,,0.059244949370622635,,,,,
0,1549,,0.0559627003967762,,,,,
0,1599,,0.0567052885890007,,,,,
0,1649,,0.05944589897990227,,,,,
0,1699,,0.07071910798549652,,,,,
0,1749,,0.057015061378479004,,,,,
0,1799,,0.05567677691578865,,,,,
0,1849,,0.05701849237084389,,,,,
0,1899,,0.05935657024383545,,,,,
0,1949,,0.0554337203502655,,,,,
0,1999,,0.05926037207245827,,,,,
0,2049,,0.05427097529172897,,,,,
0,2099,,0.05658041685819626,,,,,
0,2149,,0.0492490790784359,,,,,
0,2199,,0.07063492387533188,,,,,
0,2249,,0.05466992035508156,,,,,
0,2299,,0.053926579654216766,,,,,
0,2349,,0.06545894593000412,,,,,
0,2399,,0.05486280098557472,,,,,
0,2449,,0.05649375915527344,,,,,
0,2499,,0.05363992974162102,,,,,
0,2549,,0.0605342797935009,,,,,
0,2599,,0.05663570389151573,,,,,
0,2649,,0.05949337035417557,,,,,
0,2699,,0.05352538451552391,,,,,
0,2749,,0.05598003417253494,,,,,
0,2799,,0.055370599031448364,,,,,
0,2849,,0.05676500126719475,,,,,
0,2899,,0.05644194036722183,,,,,
0,2949,,0.04867687448859215,,,,,
0,2999,,0.06318603456020355,,,,,
0,3049,,0.055837638676166534,,,,,
0,3099,,0.053988266736269,,,,,
0,3149,,0.0505465529859066,,,,,
0,3199,,0.056682415306568146,,,,,
0,3249,,0.05628542974591255,,,,,
0,3299,,0.05924052745103836,,,,,
0,3349,,0.04910698160529137,,,,,
0,3399,,0.060235388576984406,,,,,
0,3449,,0.05630892887711525,,,,,
0,3499,,0.04784410074353218,,,,,
0,3549,,0.05299269035458565,,,,,
0,3599,,0.05448024347424507,,,,,
0,3649,,0.05318624526262283,,,,,
0,3699,,0.05095139890909195,,,,,
0,3749,,0.05077771469950676,,,,,
0,3799,,0.05395982787013054,,,,,
0,3849,,0.062032755464315414,,,,,
0,3899,,0.05699336528778076,,,,,
0,3949,,0.05271388217806816,,,,,
0,3999,,0.05496669188141823,,,,,
0,4049,,0.054330118000507355,,,,,
0,4099,,0.0618678443133831,,,,,
0,4149,,0.05412674695253372,,,,,
0,4199,,0.06028309836983681,,,,,
0,4249,,0.05472030118107796,,,,,
0,4299,,0.06370997428894043,,,,,
0,4349,,0.05326530709862709,,,,,
0,4399,,0.04912127926945686,,,,,
0,4449,,0.0581706240773201,,,,,
0,4499,,0.05514507740736008,,,,,
0,4549,,0.06899441033601761,,,,,
0,4599,,0.05119698867201805,,,,,
0,4649,,0.056865300983190536,,,,,
0,4699,,0.058993902057409286,,,,,
0,4749,,0.06003328785300255,,,,,
0,4799,,0.06173291429877281,,,,,
0,4849,,0.05466194078326225,,,,,
0,4899,,0.053151290863752365,,,,,
0,4949,,0.05476628988981247,,,,,
0,4999,,0.058800697326660156,,,,,
0,5049,,0.06472498923540115,,,,,
0,5099,,0.05712993070483208,,,,,
0,5149,,0.055660538375377655,,,,,
0,5199,,0.054184284061193466,,,,,
0,5249,,0.0587192103266716,,,,,
0,5299,,0.051028259098529816,,,,,
0,5349,,0.05340689420700073,,,,,
0,5399,,0.06316162645816803,,,,,
0,5449,,0.05892252177000046,,,,,
0,5499,,0.055601246654987335,,,,,
0,5549,,0.05112355947494507,,,,,
0,5599,,0.050866033881902695,,,,,
0,5649,,0.05375054106116295,,,,,
0,5699,,0.05679916962981224,,,,,
0,5749,,0.053753893822431564,,,,,
0,5799,,0.05471035838127136,,,,,
0,5849,,0.05293137952685356,,,,,
0,5899,,0.049275998026132584,,,,,
0,5949,,0.053365714848041534,,,,,
0,5999,,0.05339338257908821,,,,,
0,6049,,0.05442260950803757,,,,,
0,6099,,0.049414243549108505,,,,,
0,6149,,0.0535016730427742,,,,,
0,6199,,0.059380948543548584,,,,,
0,6249,,0.06605786830186844,,,,,
0,6299,,0.0528348945081234,,,,,
0,6349,,0.05027220398187637,,,,,
0,6399,,0.055450934916734695,,,,,
0,6449,,0.04819976165890694,,,,,
0,6499,,0.05309675261378288,,,,,
0,6549,,0.05553635582327843,,,,,
0,6599,,0.05332747846841812,,,,,
0,6649,,0.06000026315450668,,,,,
0,6699,,0.06252690404653549,,,,,
0,6749,,0.05984329432249069,,,,,
0,6799,,0.060912977904081345,,,,,
0,6849,,0.052423279732465744,,,,,
0,6899,,0.057809315621852875,,,,,
0,6949,,0.052983012050390244,,,,,
0,6999,,0.05426488071680069,,,,,
0,7049,,0.05938662961125374,,,,,
0,7099,,0.05771692469716072,,,,,
0,7149,,0.0684107095003128,,,,,
0,7199,,0.054661333560943604,,,,,
0,7249,,0.05981412157416344,,,,,
0,7299,,0.05502207204699516,,,,,
0,7349,,0.055757489055395126,,,,,
0,7399,,0.05675513297319412,,,,,
0,7449,,0.0553017295897007,,,,,
0,7499,,0.05640396103262901,,,,,
0,7549,,0.05078861489892006,,,,,
0,7599,,0.05647055432200432,,,,,
0,7649,,0.06472031027078629,,,,,
0,7699,,0.056823018938302994,,,,,
0,7749,,0.057797644287347794,,,,,
0,7799,,0.05731421709060669,,,,,
0,7849,,0.06328388303518295,,,,,
0,7899,,0.06339682638645172,,,,,
0,7949,,0.05717857554554939,,,,,
0,7999,,0.057834286242723465,,,,,
0,8049,,0.056382935494184494,,,,,
0,8099,,0.05406833812594414,,,,,
0,8149,,0.05507859215140343,,,,,
0,8199,,0.05185413360595703,,,,,
0,8249,,0.050381679087877274,,,,,
0,8299,,0.04936620965600014,,,,,
0,8349,,0.05380156636238098,,,,,
0,8399,,0.04899856075644493,,,,,
0,8449,,0.05356944724917412,,,,,
0,8499,,0.05936216935515404,,,,,
0,8549,,0.05570731684565544,,,,,
0,8599,,0.057001788169145584,,,,,
0,8649,,0.05611593648791313,,,,,
0,8699,,0.05635849013924599,,,,,
0,8749,,0.05607070401310921,,,,,
0,8799,,0.06243790313601494,,,,,
0,8849,,0.049685146659612656,,,,,
0,8899,,0.05020276829600334,,,,,
0,8949,,0.05275413766503334,,,,,
0,8999,,0.06902202218770981,,,,,
0,9049,,0.05615919828414917,,,,,
0,9099,,0.05652981251478195,,,,,
0,9149,,0.05943124741315842,,,,,
0,9199,,0.05517534539103508,,,,,
0,9249,,0.05191376432776451,,,,,
0,9299,,0.051386620849370956,,,,,
